Time,Personen (wifi),Out
2021-01-11 11:30:00,15,20
2021-01-11 11:45:00,14,16
2021-01-11 12:00:00,12,18
2021-01-11 12:15:00,13,16
2021-01-11 12:30:00,13,14
2021-01-11 12:45:00,12,16
2021-01-11 13:00:00,13,14
2021-01-11 13:15:00,12,14
2021-01-11 13:30:00,14,14
2021-01-11 13:45:00,15,16
2021-01-11 14:00:00,10,12
2021-01-11 14:15:00,13,14
2021-01-11 14:30:00,8,17
2021-01-11 14:45:00,8.7,13
2021-01-11 15:00:00,10,15
2021-01-11 15:15:00,8.7,13
2021-01-11 15:30:00,9.3,15
2021-01-11 15:45:00,9,18
2021-01-11 16:00:00,9.7,16
2021-01-11 16:15:00,9,15
2021-01-11 16:30:00,9.3,17
2021-01-11 16:45:00,10,14
2021-01-11 17:00:00,13,15
2021-01-11 17:15:00,9.7,13
2021-01-11 17:30:00,9.3,13
2021-01-11 17:45:00,13,11
2021-01-11 18:00:00,10,11
2021-01-11 18:15:00,9.3,11
2021-01-11 18:30:00,9.3,13
2021-01-11 18:45:00,9.3,13
2021-01-11 19:00:00,9,13
2021-01-11 19:15:00,9.3,12
2021-01-11 19:30:00,9,11
2021-01-11 19:45:00,11,14
2021-01-11 20:00:00,13,14
2021-01-11 20:15:00,9.7,14
2021-01-11 20:30:00,10,15
2021-01-11 20:45:00,9.7,11
2021-01-11 21:00:00,10,10
2021-01-11 21:15:00,8.3,9.3
2021-01-11 21:30:00,9.3,9.3
2021-01-11 21:45:00,7,9.7
2021-01-11 22:00:00,9,9.3
2021-01-11 22:15:00,8,9.3
2021-01-11 22:30:00,8.3,9
2021-01-11 22:45:00,6.7,8.3
2021-01-11 23:00:00,6,6
2021-01-11 23:15:00,6.3,8.3
2021-01-11 23:30:00,7,10
2021-01-11 23:45:00,6.3,8.3
2021-01-12 00:00:00,8.7,8.7
2021-01-12 00:15:00,6.3,8
2021-01-12 00:30:00,6.3,7.3
2021-01-12 00:45:00,5.7,7
2021-01-12 01:00:00,6.7,7.3
2021-01-12 01:15:00,4.3,7.3
2021-01-12 01:30:00,5.7,7.7
2021-01-12 01:45:00,5,8.3
2021-01-12 02:00:00,5.7,7.3
2021-01-12 02:15:00,5.7,7.7
2021-01-12 02:30:00,5,7
2021-01-12 02:45:00,4.3,8.7
2021-01-12 03:00:00,3.7,7.3
2021-01-12 03:15:00,5.3,3.7
2021-01-12 03:30:00,5.3,4.3
2021-01-12 03:45:00,3.3,5.7
2021-01-12 04:00:00,4.3,5.7
2021-01-12 04:15:00,4.3,7.3
2021-01-12 04:30:00,5.7,4.7
2021-01-12 04:45:00,3.3,4
2021-01-12 05:00:00,3.7,5
2021-01-12 05:15:00,4.3,4.7
2021-01-12 05:30:00,4.3,3.3
2021-01-12 05:45:00,5.7,4.3
2021-01-12 06:00:00,7,5.3
2021-01-12 06:15:00,5.3,3.7
2021-01-12 06:30:00,7,4
2021-01-12 06:45:00,3.7,3.7
2021-01-12 07:00:00,6.3,4.7
2021-01-12 07:15:00,5.3,4.7
2021-01-12 07:30:00,7.3,5.7
2021-01-12 07:45:00,7.7,4.7
2021-01-12 08:00:00,14,5
2021-01-12 08:15:00,12,5.7
2021-01-12 08:30:00,12,9.3
2021-01-12 08:45:00,13,10
2021-01-12 09:00:00,15,8.3
2021-01-12 09:15:00,13,12
2021-01-12 09:30:00,14,9.7
2021-01-12 09:45:00,17,8.7
2021-01-12 10:00:00,16,11
2021-01-12 10:15:00,17,12
2021-01-12 10:30:00,16,13
2021-01-12 10:45:00,21,11
2021-01-12 11:00:00,20,12
2021-01-12 11:15:00,17,11
2021-01-12 11:30:00,17,12
2021-01-12 11:45:00,17,13
2021-01-12 12:00:00,17,15
2021-01-12 12:15:00,18,12
2021-01-12 12:30:00,17,12
2021-01-12 12:45:00,18,10
2021-01-12 13:00:00,20,11
2021-01-12 13:15:00,18,9.7
2021-01-12 13:30:00,17,13
2021-01-12 13:45:00,14,13
2021-01-12 14:00:00,17,10
2021-01-12 14:15:00,18,9.7
2021-01-12 14:30:00,15,11
2021-01-12 14:45:00,16,13
2021-01-12 15:00:00,15,11
2021-01-12 15:15:00,13,13
2021-01-12 15:30:00,18,11
2021-01-12 15:45:00,16,12
2021-01-12 16:00:00,20,12
2021-01-12 16:15:00,17,15
2021-01-12 16:30:00,17,15
2021-01-12 16:45:00,13,11
2021-01-12 17:00:00,12,9.3
2021-01-12 17:15:00,16,8.7
2021-01-12 17:30:00,12,9.3
2021-01-12 17:45:00,11,11
2021-01-12 18:00:00,7.7,10
2021-01-12 18:15:00,10,13
2021-01-12 18:30:00,7.7,13
2021-01-12 18:45:00,10,12
2021-01-12 19:00:00,9.7,10
2021-01-12 19:15:00,11,11
2021-01-12 19:30:00,10,8.7
2021-01-12 19:45:00,10,10
2021-01-12 20:00:00,11,11
2021-01-12 20:15:00,10,8.7
2021-01-12 20:30:00,8.7,8.7
2021-01-12 20:45:00,9,7.7
2021-01-12 21:00:00,8.3,9
2021-01-12 21:15:00,7.3,10
2021-01-12 21:30:00,9,10
2021-01-12 21:45:00,6.7,11
2021-01-12 22:00:00,7.3,11
2021-01-12 22:15:00,8,9
2021-01-12 22:30:00,8,9
2021-01-12 22:45:00,6.3,10
2021-01-12 23:00:00,7.7,9
2021-01-12 23:15:00,5.7,8.3
2021-01-12 23:30:00,8.3,9.3
2021-01-12 23:45:00,4.7,7
2021-01-13 00:00:00,5.7,7
2021-01-13 00:15:00,3.7,6.7
2021-01-13 00:30:00,5.3,7.3
2021-01-13 00:45:00,5,5.7
2021-01-13 01:00:00,3.7,6.7
2021-01-13 01:15:00,3.3,6.3
2021-01-13 01:30:00,2.7,5
2021-01-13 01:45:00,3.3,6
2021-01-13 02:00:00,3.7,5.3
2021-01-13 02:15:00,4,5.3
2021-01-13 02:30:00,3,7
2021-01-13 02:45:00,3.3,4
2021-01-13 03:00:00,4.3,7.3
2021-01-13 03:15:00,3,6
2021-01-13 03:30:00,4.3,5.3
2021-01-13 03:45:00,3,6.3
2021-01-13 04:00:00,3.3,6
2021-01-13 04:15:00,3,5.7
2021-01-13 04:30:00,3.7,7.3
2021-01-13 04:45:00,2.7,6.7
2021-01-13 05:00:00,4.3,7.7
2021-01-13 05:15:00,4.7,8
2021-01-13 05:30:00,4.3,6.3
2021-01-13 05:45:00,3.7,5.7
2021-01-13 06:00:00,4.7,7
2021-01-13 06:15:00,3.3,5
2021-01-13 06:30:00,3.3,5.7
2021-01-13 06:45:00,5,5.7
2021-01-13 07:00:00,4,6
2021-01-13 07:15:00,6.3,5.7
2021-01-13 07:30:00,7,6
2021-01-13 07:45:00,9,8.3
2021-01-13 08:00:00,7.7,7
2021-01-13 08:15:00,8.3,9
2021-01-13 08:30:00,11,11
2021-01-13 08:45:00,12,11
2021-01-13 09:00:00,12,11
2021-01-13 09:15:00,8.3,10
2021-01-13 09:30:00,12,13
2021-01-13 09:45:00,10,10
2021-01-13 10:00:00,13,13
2021-01-13 10:15:00,14,13
2021-01-13 10:30:00,12,15
2021-01-13 10:45:00,10,11
2021-01-13 11:00:00,12,9.3
2021-01-13 11:15:00,10,9.7
2021-01-13 11:30:00,12,12
2021-01-13 11:45:00,14,11
2021-01-13 12:00:00,12,11
2021-01-13 12:15:00,12,12
2021-01-13 12:30:00,16,11
2021-01-13 12:45:00,14,9
2021-01-13 13:00:00,16,9.3
2021-01-13 13:15:00,16,9.7
2021-01-13 13:30:00,18,9.7
2021-01-13 13:45:00,16,9.7
2021-01-13 14:00:00,15,9
2021-01-13 14:15:00,16,8
2021-01-13 14:30:00,15,8.7
2021-01-13 14:45:00,15,7.7
2021-01-13 15:00:00,12,7.3
2021-01-13 15:15:00,11,9
2021-01-13 15:30:00,15,9
2021-01-13 15:45:00,17,8.7
2021-01-13 16:00:00,15,9.3
2021-01-13 16:15:00,13,12
2021-01-13 16:30:00,12,9
2021-01-13 16:45:00,11,11
2021-01-13 17:00:00,14,9.7
2021-01-13 17:15:00,11,12
2021-01-13 17:30:00,13,7.3
2021-01-13 17:45:00,14,9.3
2021-01-13 18:00:00,11,7.3
2021-01-13 18:15:00,11,8.3
2021-01-13 18:30:00,12,7.7
2021-01-13 18:45:00,9.7,8.3
2021-01-13 19:00:00,11,8.7
2021-01-13 19:15:00,13,9
2021-01-13 19:30:00,12,8
2021-01-13 19:45:00,7.7,8.3
2021-01-13 20:00:00,15,8
2021-01-13 20:15:00,12,9.7
2021-01-13 20:30:00,12,6
2021-01-13 20:45:00,12,7.7
2021-01-13 21:00:00,12,7.3
2021-01-13 21:15:00,10,8
2021-01-13 21:30:00,9.7,7.3
2021-01-13 21:45:00,9,6.7
2021-01-13 22:00:00,6,7.7
2021-01-13 22:15:00,5.3,7.3
2021-01-13 22:30:00,7.3,5.7
2021-01-13 22:45:00,9.7,9
2021-01-13 23:00:00,7,6
2021-01-13 23:15:00,7,7.7
2021-01-13 23:30:00,7.7,11
2021-01-13 23:45:00,7,8.7
2021-01-14 00:00:00,8,5.7
2021-01-14 00:15:00,5.7,4.7
2021-01-14 00:30:00,6.7,4.7
2021-01-14 00:45:00,6,4.7
2021-01-14 01:00:00,6.7,5.7
2021-01-14 01:15:00,5.3,6.7
2021-01-14 01:30:00,4.7,5.7
2021-01-14 01:45:00,6.7,4.7
2021-01-14 02:00:00,4.3,5.3
2021-01-14 02:15:00,3.7,6
2021-01-14 02:30:00,3.7,5
2021-01-14 02:45:00,4,5.7
2021-01-14 03:00:00,5.7,5
2021-01-14 03:15:00,3.3,5.3
2021-01-14 03:30:00,4.7,4.3
2021-01-14 03:45:00,4.7,3.7
2021-01-14 04:00:00,4,3.3
2021-01-14 04:15:00,4.7,3.7
2021-01-14 04:30:00,3,3.7
2021-01-14 04:45:00,6,4
2021-01-14 05:00:00,3.7,5
2021-01-14 05:15:00,4,5.7
2021-01-14 05:30:00,4,4.7
2021-01-14 05:45:00,6.3,4
2021-01-14 06:00:00,4.7,3
2021-01-14 06:15:00,5.7,3.3
2021-01-14 06:30:00,4.7,4.3
2021-01-14 06:45:00,6.3,4.3
2021-01-14 07:00:00,8.7,3.7
2021-01-14 07:15:00,5,2.7
2021-01-14 07:30:00,6,5.3
2021-01-14 07:45:00,8.7,4
2021-01-14 08:00:00,11,4.7
2021-01-14 08:15:00,12,4.7
2021-01-14 08:30:00,10,7.3
2021-01-14 08:45:00,8.3,6.3
2021-01-14 09:00:00,10,6
2021-01-14 09:15:00,12,7
2021-01-14 09:30:00,15,7.7
2021-01-14 09:45:00,11,9.7
2021-01-14 10:00:00,13,7.7
2021-01-14 10:15:00,13,6.7
2021-01-14 10:30:00,15,6.3
2021-01-14 10:45:00,20,6.3
2021-01-14 11:00:00,15,7.7
2021-01-14 11:15:00,18,7.7
2021-01-14 11:30:00,17,7
2021-01-14 11:45:00,16,8.3
2021-01-14 12:00:00,17,8.7
2021-01-14 12:15:00,15,6.7
2021-01-14 12:30:00,17,6.7
2021-01-14 12:45:00,17,7.7
2021-01-14 13:00:00,17,7
2021-01-14 13:15:00,15,4
2021-01-14 13:30:00,19,7
2021-01-14 13:45:00,17,7.7
2021-01-14 14:00:00,16,9.7
2021-01-14 14:15:00,16,10
2021-01-14 14:30:00,14,12
2021-01-14 14:45:00,17,14
2021-01-14 15:00:00,17,10
2021-01-14 15:15:00,14,14
2021-01-14 15:30:00,15,10
2021-01-14 15:45:00,14,9.3
2021-01-14 16:00:00,18,8.3
2021-01-14 16:15:00,17,8.7
2021-01-14 16:30:00,17,8.7
2021-01-14 16:45:00,16,9.3
2021-01-14 17:00:00,16,8.3
2021-01-14 17:15:00,17,8
2021-01-14 17:30:00,14,8.3
2021-01-14 17:45:00,11,8.3
2021-01-14 18:00:00,10,7
2021-01-14 18:15:00,11,9
2021-01-14 18:30:00,14,10
2021-01-14 18:45:00,13,10
2021-01-14 19:00:00,8.3,9
2021-01-14 19:15:00,8,9.3
2021-01-14 19:30:00,11,10
2021-01-14 19:45:00,13,7
2021-01-14 20:00:00,13,9.7
2021-01-14 20:15:00,13,12
2021-01-14 20:30:00,9.3,8
2021-01-14 20:45:00,10,9
2021-01-14 21:00:00,12,7
2021-01-14 21:15:00,7,8
2021-01-14 21:30:00,9.7,8.3
2021-01-14 21:45:00,7.7,6.7
2021-01-14 22:00:00,8,6.7
2021-01-14 22:15:00,7.7,7.7
2021-01-14 22:30:00,8,6.7
2021-01-14 22:45:00,9,6.7
2021-01-14 23:00:00,8.3,6.7
2021-01-14 23:15:00,8.3,6.7
2021-01-14 23:30:00,8.3,6
2021-01-14 23:45:00,5.3,4.7
2021-01-15 00:00:00,9,7
2021-01-15 00:15:00,8.7,4.7
2021-01-15 00:30:00,9.7,5
2021-01-15 00:45:00,7.3,5.7
2021-01-15 01:00:00,9.7,7.3
2021-01-15 01:15:00,9,5.7
2021-01-15 01:30:00,8.7,4.3
2021-01-15 01:45:00,8,4.3
2021-01-15 02:00:00,7.7,4.3
2021-01-15 02:15:00,4.3,4
2021-01-15 02:30:00,6.7,2.7
2021-01-15 02:45:00,6.3,3.3
2021-01-15 03:00:00,5,3.3
2021-01-15 03:15:00,4.3,4.7
2021-01-15 03:30:00,5,3.7
2021-01-15 03:45:00,4.3,3.7
2021-01-15 04:00:00,4.3,3.7
2021-01-15 04:15:00,5,5.3
2021-01-15 04:30:00,4,4
2021-01-15 04:45:00,4,4
2021-01-15 05:00:00,5.7,4.7
2021-01-15 05:15:00,5.3,5
2021-01-15 05:30:00,5.7,4
2021-01-15 05:45:00,5.7,3.3
2021-01-15 06:00:00,5.7,4
2021-01-15 06:15:00,5,5.7
2021-01-15 06:30:00,4,5
2021-01-15 06:45:00,4,4.7
2021-01-15 07:00:00,5,3.3
2021-01-15 07:15:00,3.3,3.3
2021-01-15 07:30:00,6.3,3
2021-01-15 07:45:00,6.3,4
2021-01-15 08:00:00,5.7,6.3
2021-01-15 08:15:00,6.7,4.3
2021-01-15 08:30:00,7,4.7
2021-01-15 08:45:00,6,5.7
2021-01-15 09:00:00,5.7,5.3
2021-01-15 09:15:00,7,9.7
2021-01-15 09:30:00,6.7,8.3
2021-01-15 09:45:00,9.3,8.3
2021-01-15 10:00:00,8.3,6.7
2021-01-15 10:15:00,5.7,5.3
2021-01-15 10:30:00,7,6.3
2021-01-15 10:45:00,9.3,8.3
2021-01-15 11:00:00,9,7
2021-01-15 11:15:00,8,9
2021-01-15 11:30:00,7.7,9.3
2021-01-15 11:45:00,8,5.7
2021-01-15 12:00:00,11,7
2021-01-15 12:15:00,13,7.7
2021-01-15 12:30:00,11,8.7
2021-01-15 12:45:00,12,8.3
2021-01-15 13:00:00,12,9.3
2021-01-15 13:15:00,12,9.7
2021-01-15 13:30:00,12,10
2021-01-15 13:45:00,11,13
2021-01-15 14:00:00,16,9.3
2021-01-15 14:15:00,13,9.3
2021-01-15 14:30:00,15,8.3
2021-01-15 14:45:00,14,8.7
2021-01-15 15:00:00,12,8.3
2021-01-15 15:15:00,9.3,9.7
2021-01-15 15:30:00,10,9
2021-01-15 15:45:00,9.3,10
2021-01-15 16:00:00,7.3,10
2021-01-15 16:15:00,8.3,6.3
2021-01-15 16:30:00,14,11
2021-01-15 16:45:00,10,9.7
2021-01-15 17:00:00,11,8.7
2021-01-15 17:15:00,9.3,7.3
2021-01-15 17:30:00,10,9.3
2021-01-15 17:45:00,9.7,11
2021-01-15 18:00:00,11,11
2021-01-15 18:15:00,10,10
2021-01-15 18:30:00,8.3,10
2021-01-15 18:45:00,7.3,9.7
2021-01-15 19:00:00,7.7,8
2021-01-15 19:15:00,7.7,10
2021-01-15 19:30:00,7.7,7.7
2021-01-15 19:45:00,7.7,8
2021-01-15 20:00:00,6.3,9.7
2021-01-15 20:15:00,7.3,7
2021-01-15 20:30:00,7,6.3
2021-01-15 20:45:00,10,8.3
2021-01-15 21:00:00,6.3,6.7
2021-01-15 21:15:00,5.3,6.7
2021-01-15 21:30:00,5,7
2021-01-15 21:45:00,5.7,5.7
2021-01-15 22:00:00,4.3,7
2021-01-15 22:15:00,4.7,6.3
2021-01-15 22:30:00,5,5.7
2021-01-15 22:45:00,6,6.3
2021-01-15 23:00:00,5.7,5.3
2021-01-15 23:15:00,7.3,4
2021-01-15 23:30:00,5,3.3
2021-01-15 23:45:00,4,6
2021-01-16 00:00:00,4,2.7
2021-01-16 00:15:00,3.3,3.3
2021-01-16 00:30:00,5,3.7
2021-01-16 00:45:00,4.3,2.7
2021-01-16 01:00:00,3.3,3.3
2021-01-16 01:15:00,3,3
2021-01-16 01:30:00,3.3,3.7
2021-01-16 01:45:00,3.7,4.3
2021-01-16 02:00:00,4,4.3
2021-01-16 02:15:00,2.3,4.7
2021-01-16 02:30:00,2.7,5
2021-01-16 02:45:00,3.3,6.7
2021-01-16 03:00:00,3,4.3
2021-01-16 03:15:00,3.3,6.3
2021-01-16 03:30:00,3.7,4.7
2021-01-16 03:45:00,3.7,5.3
2021-01-16 04:00:00,2.7,4.3
2021-01-16 04:15:00,4.7,3.7
2021-01-16 04:30:00,2.7,5
2021-01-16 04:45:00,4.3,4
2021-01-16 05:00:00,3,4
2021-01-16 05:15:00,3,4
2021-01-16 05:30:00,2.7,3.3
2021-01-16 05:45:00,4,3.7
2021-01-16 06:00:00,3,3.3
2021-01-16 06:15:00,4,3.7
2021-01-16 06:30:00,2.7,3.3
2021-01-16 06:45:00,3.3,4
2021-01-16 07:00:00,3.7,4
2021-01-16 07:15:00,2.3,3.3
2021-01-16 07:30:00,1.3,4.3
2021-01-16 07:45:00,1.7,4.7
2021-01-16 08:00:00,4.3,5
2021-01-16 08:15:00,3.7,6
2021-01-16 08:30:00,3,5.3
2021-01-16 08:45:00,6.3,4.7
2021-01-16 09:00:00,6.7,5.7
2021-01-16 09:15:00,7.3,8.7
2021-01-16 09:30:00,9.3,5.7
2021-01-16 09:45:00,7,6.3
2021-01-16 10:00:00,6,6
2021-01-16 10:15:00,7,6.3
2021-01-16 10:30:00,5.3,7.3
2021-01-16 10:45:00,8.3,6.3
2021-01-16 11:00:00,5.7,8.3
2021-01-16 11:15:00,6,7.3
2021-01-16 11:30:00,4.7,8
2021-01-16 11:45:00,8.3,9
2021-01-16 12:00:00,6.3,10
2021-01-16 12:15:00,7.7,13
2021-01-16 12:30:00,6.7,7.3
2021-01-16 12:45:00,9.7,10
2021-01-16 13:00:00,7,10
2021-01-16 13:15:00,7,9.3
2021-01-16 13:30:00,6.3,8.3
2021-01-16 13:45:00,6.7,10
2021-01-16 14:00:00,7,12
2021-01-16 14:15:00,10,10
2021-01-16 14:30:00,7.3,8.7
2021-01-16 14:45:00,6,10
2021-01-16 15:00:00,7.7,9.3
2021-01-16 15:15:00,7,7.3
2021-01-16 15:30:00,7.3,9.7
2021-01-16 15:45:00,8.7,12
2021-01-16 16:00:00,6.7,10
2021-01-16 16:15:00,6.7,8.7
2021-01-16 16:30:00,6.7,6.3
2021-01-16 16:45:00,6.7,7
2021-01-16 17:00:00,7.7,7.7
2021-01-16 17:15:00,8,8
2021-01-16 17:30:00,6,8
2021-01-16 17:45:00,7.7,11
2021-01-16 18:00:00,8,11
2021-01-16 18:15:00,6.7,10
2021-01-16 18:30:00,5,8.7
2021-01-16 18:45:00,6.7,9
2021-01-16 19:00:00,5,9
2021-01-16 19:15:00,7.3,9.7
2021-01-16 19:30:00,4.3,7.3
2021-01-16 19:45:00,6.3,9
2021-01-16 20:00:00,5.7,7.7
2021-01-16 20:15:00,7,8
2021-01-16 20:30:00,4.7,9
2021-01-16 20:45:00,5.7,9
2021-01-16 21:00:00,4.3,9.7
2021-01-16 21:15:00,5,9.3
2021-01-16 21:30:00,5,9.3
2021-01-16 21:45:00,4.7,7.7
2021-01-16 22:00:00,3.3,8.7
2021-01-16 22:15:00,5,6
2021-01-16 22:30:00,4,7
2021-01-16 22:45:00,3.7,7.3
2021-01-16 23:00:00,3.7,9.3
2021-01-16 23:15:00,3.7,7
2021-01-16 23:30:00,2.7,5
2021-01-16 23:45:00,3.3,7
2021-01-17 00:00:00,2.7,6.7
2021-01-17 00:15:00,3.3,6.7
2021-01-17 00:30:00,2.7,9.3
2021-01-17 00:45:00,3,8.7
2021-01-17 01:00:00,3,5.7
2021-01-17 01:15:00,3.7,9.3
2021-01-17 01:30:00,3,7
2021-01-17 01:45:00,3,6.3
2021-01-17 02:00:00,2.7,6.3
2021-01-17 02:15:00,2.7,6
2021-01-17 02:30:00,3,6.7
2021-01-17 02:45:00,3,6.7
2021-01-17 03:00:00,2,6.7
2021-01-17 03:15:00,2.7,7
2021-01-17 03:30:00,2,6.7
2021-01-17 03:45:00,2.3,6.7
2021-01-17 04:00:00,2.7,7.3
2021-01-17 04:15:00,2.7,8
2021-01-17 04:30:00,2,6.3
2021-01-17 04:45:00,3,7.7
2021-01-17 05:00:00,2.3,7
2021-01-17 05:15:00,3,7.3
2021-01-17 05:30:00,3.7,7.3
2021-01-17 05:45:00,2.3,7.3
2021-01-17 06:00:00,3,8.3
2021-01-17 06:15:00,2.7,7.3
2021-01-17 06:30:00,1.7,7
2021-01-17 06:45:00,2,8
2021-01-17 07:00:00,1.7,8
2021-01-17 07:15:00,2,10
2021-01-17 07:30:00,2.7,10
2021-01-17 07:45:00,2.3,10
2021-01-17 08:00:00,3,15
2021-01-17 08:15:00,3.7,13
2021-01-17 08:30:00,4.3,12
2021-01-17 08:45:00,4.3,13
2021-01-17 09:00:00,4,14
2021-01-17 09:15:00,4,14
2021-01-17 09:30:00,3,14
2021-01-17 09:45:00,4.7,13
2021-01-17 10:00:00,5.3,12
2021-01-17 10:15:00,7.7,10
2021-01-17 10:30:00,6.7,13
2021-01-17 10:45:00,4,15
2021-01-17 11:00:00,3.7,13
2021-01-17 11:15:00,7,12
2021-01-17 11:30:00,8,14
2021-01-17 11:45:00,6.3,14
2021-01-17 12:00:00,7.3,13
2021-01-17 12:15:00,7,16
2021-01-17 12:30:00,7,12
2021-01-17 12:45:00,6,13
2021-01-17 13:00:00,7.3,13
2021-01-17 13:15:00,6,14
2021-01-17 13:30:00,5.3,12
2021-01-17 13:45:00,6.7,17
2021-01-17 14:00:00,4.3,11
2021-01-17 14:15:00,2,13
2021-01-17 14:30:00,4.3,14
2021-01-17 14:45:00,5.3,12
2021-01-17 15:00:00,6,15
2021-01-17 15:15:00,4.7,16
2021-01-17 15:30:00,3.3,12
2021-01-17 15:45:00,4,16
2021-01-17 16:00:00,4.7,17
2021-01-17 16:15:00,5,16
2021-01-17 16:30:00,5.3,15
2021-01-17 16:45:00,6.7,14
2021-01-17 17:00:00,5.3,12
2021-01-17 17:15:00,7.3,12
2021-01-17 17:30:00,7.3,12
2021-01-17 17:45:00,8.7,12
2021-01-17 18:00:00,9.3,9.3
2021-01-17 18:15:00,9,7.7
2021-01-17 18:30:00,8.7,9.3
2021-01-17 18:45:00,7.3,11
2021-01-17 19:00:00,8,9
2021-01-17 19:15:00,8.3,7
2021-01-17 19:30:00,5,9.3
2021-01-17 19:45:00,6.7,10
2021-01-17 20:00:00,9.3,10
2021-01-17 20:15:00,8.3,12
2021-01-17 20:30:00,9.3,10
2021-01-17 20:45:00,8,12
2021-01-17 21:00:00,9,8.3
2021-01-17 21:15:00,7.7,10
2021-01-17 21:30:00,4.7,7.3
2021-01-17 21:45:00,6.7,8.7
2021-01-17 22:00:00,6.7,7
2021-01-17 22:15:00,8,7.7
2021-01-17 22:30:00,8,9.3
2021-01-17 22:45:00,5.3,7.7
2021-01-17 23:00:00,3.7,9
2021-01-17 23:15:00,5.7,7
2021-01-17 23:30:00,5.3,7.3
2021-01-17 23:45:00,6.7,6.3
2021-01-18 00:00:00,7,6.7
2021-01-18 00:15:00,6.3,7.7
2021-01-18 00:30:00,5,8.3
2021-01-18 00:45:00,5,6.7
2021-01-18 01:00:00,7,6
2021-01-18 01:15:00,4.3,5.7
2021-01-18 01:30:00,4.7,4.7
2021-01-18 01:45:00,4.3,6
2021-01-18 02:00:00,4.3,4.7
2021-01-18 02:15:00,4.7,6.3
2021-01-18 02:30:00,4,6.3
2021-01-18 02:45:00,3.7,5
2021-01-18 03:00:00,2.7,4
2021-01-18 03:15:00,4.3,6.3
2021-01-18 03:30:00,2.7,5
2021-01-18 03:45:00,2.7,4.7
2021-01-18 04:00:00,3,6
2021-01-18 04:15:00,3,5
2021-01-18 04:30:00,2.3,5.7
2021-01-18 04:45:00,3.7,5.7
2021-01-18 05:00:00,3,4
2021-01-18 05:15:00,4.3,4.3
2021-01-18 05:30:00,3.3,5.3
2021-01-18 05:45:00,4,5.7
2021-01-18 06:00:00,4,5.7
2021-01-18 06:15:00,5,4.3
2021-01-18 06:30:00,5.7,5
2021-01-18 06:45:00,4.3,7.7
2021-01-18 07:00:00,6,9.3
2021-01-18 07:15:00,6.3,11
2021-01-18 07:30:00,6.3,11
2021-01-18 07:45:00,8.3,12
2021-01-18 08:00:00,11,12
2021-01-18 08:15:00,13,13
2021-01-18 08:30:00,10,16
2021-01-18 08:45:00,13,16
2021-01-18 09:00:00,11,14
2021-01-18 09:15:00,16,15
2021-01-18 09:30:00,12,14
2021-01-18 09:45:00,11,15
2021-01-18 10:00:00,12,13
2021-01-18 10:15:00,12,17
2021-01-18 10:30:00,12,16
2021-01-18 10:45:00,9,19
2021-01-18 11:00:00,14,19
2021-01-18 11:15:00,13,17
2021-01-18 11:30:00,13,15
